  -4.0780854e-01  -4.8724019e-01   2.4201701e+00  -2.7232907e-01   4.6864023e-01  -4.2930121e-01   1.0737592e+00  -9.1510349e-01  -6.3733109e-01   1.7964164e+00   7.5958789e-01   3.6624150e-01   7.5856184e-01
   4.8115849e-01  -4.8724019e-01   1.0149946e+00  -2.7232907e-01   1.3661384e+00   2.3292362e-02   5.3732542e-01  -4.8057075e-01   1.6596029e+00   1.5294129e+00   8.0577843e-01  -9.2517835e-01   5.0089707e-01
  -4.1688947e-01   2.7285450e+00  -1.1933466e+00  -2.7232907e-01  -1.0933517e+00   4.4172792e-01  -1.6616978e+00   7.6271529e-01  -7.5217779e-01  -9.2701927e-01  -7.1841806e-02   4.2670493e-01  -1.1669222e+00
  -4.0932920e-01   9.7058245e-01  -7.3564417e-01  -2.7232907e-01  -1.0502028e+00   2.9940290e-01  -1.7824842e+00   8.0574116e-01  -2.9279099e-01  -4.7014661e-01  -1.0880337e+00   2.9504363e-01  -5.5776907e-01
   1.3443720e+00  -4.8724019e-01   1.0149946e+00  -2.7232907e-01   1.5991427e+00  -1.8877192e-01   1.1163897e+00  -8.9321064e-01   1.6596029e+00   1.5294129e+00   8.0577843e-01  -3.8047489e+00   1.9320568e+00
  -3.7641418e-01  -4.8724019e-01  -7.9701243e-02   3.6647712e+00  -5.6693456e-01  -1.2533631e+00   7.1139996e-01  -6.1757165e-02  -6.3733109e-01  -7.7868399e-01   6.6729810e-02   4.2243305e-01   1.5861699e+00
  -3.9554330e-01   4.8724019e-02  -4.7618230e-01  -2.7232907e-01  -2.6489191e-01  -9.3028528e-01   1.1163897e+00   1.0861216e+00  -5.2248439e-01  -5.7694801e-01  -1.5037485e+00   3.2812326e-01   2.4193794e+00
  -2.8141264e-01  -4.8724019e-01   1.5674443e+00  -2.7232907e-01   5.9808708e-01   5.8873617e-02   1.0346812e+00  -7.2376661e-01  -6.3733109e-01   1.7066179e-01   1.2676838e+00   4.4061589e-01  -5.5042691e-02
  -4.0485210e-01  -4.8724019e-01  -3.7560439e-01  -2.7232907e-01  -2.9941107e-01  -2.2435318e-01   5.9061354e-01  -7.9433663e-01  -5.2248439e-01  -1.4380900e-01   1.1291122e+00   3.3973399e-01   2.0122173e-01
  -4.1206708e-01   1.4422310e+00  -1.1219217e+00  -2.7232907e-01  -1.0156836e+00   6.4667596e-01  -1.3419691e+00   1.2749890e+00  -5.2248439e-01  -6.0741244e-02  -1.5037485e+00   3.6186010e-01  -1.1151092e+00
   1.3240022e-01  -4.8724019e-01   1.0149946e+00  -2.7232907e-01   1.3661384e+00   3.4210041e-01   6.3679658e-01  -6.4550323e-01   1.6596029e+00   1.5294129e+00   8.0577843e-01  -3.3490825e+00   7.6696395e-01
  -4.1056967e-01  -4.8724019e-01   4.0569652e-01  -2.7232907e-01  -1.0156836e+00  -3.9229670e-01  -9.3342678e-01   8.1096505e-01  -6.3733109e-01  -7.0748306e-01  -1.1342242e+00   4.4061589e-01  -3.1550817e-01
  -3.7948107e-01  -4.8724019e-01  -1.8027916e-01  -2.7232907e-01  -9.2296115e-02  -4.4495696e-01   2.8864751e-01  -3.2888795e-01  -6.3733109e-01  -6.1848189e-01  -2.5651268e-02   4.3338657e-01  -3.7572331e-01
   7.4972303e-01  -4.8724019e-01   1.0149946e+00  -2.7232907e-01   2.5289548e-01   7.8046148e-01   9.1389483e-01  -8.1057818e-01   1.6596029e+00   1.5294129e+00   8.0577843e-01  -3.0159860e+00   9.8541887e-01
  -4.0424174e-01  -4.8724019e-01  -7.9701243e-02  -2.7232907e-01  -5.6693456e-01  -5.6024023e-01  -1.6439351e+00   7.1404563e-02  -6.3733109e-01  -7.7868399e-01   6.6729810e-02   4.4061589e-01  -2.4969162e-01
  -4.1307155e-01  -4.8724019e-01  -1.2647715e+00  -2.7232907e-01  -5.7556435e-01  -1.8734867e-01   7.9967289e-03  -2.4473582e-01  -7.5217779e-01  -1.2770905e+00  -3.0279450e-01   3.3338095e-01   6.9588640e-02
   1.4935647e-01  -4.8724019e-01   1.0149946e+00  -2.7232907e-01   6.5849561e-01  -1.8710537e+00   1.1163897e+00  -1.1694595e+00   1.6596029e+00   1.5294129e+00   8.0577843e-01   2.0642967e-01  -1.3153595e+00
   3.5358722e-01  -4.8724019e-01   1.0149946e+00  -2.7232907e-01   1.3661384e+00   4.6064365e-02   5.1245763e-01  -5.0369834e-01   1.6596029e+00   1.5294129e+00   8.0577843e-01   4.4061589e-01   1.8721821e-01
  -4.0329656e-01   4.8724019e-02  -4.7618230e-01  -2.7232907e-01  -2.6489191e-01  -1.6030692e-01   9.7784057e-01   1.0236249e+00  -5.2248439e-01  -5.7694801e-01  -1.5037485e+00   4.4061589e-01   9.0979986e-01
  -4.1675926e-01   7.1331963e-01   5.6895343e-01  -2.7232907e-01  -7.8267931e-01  -1.0480016e-01  -1.4094674e+00  -6.1329756e-02  -6.3733109e-01  -8.2021787e-01  -1.1803234e-01   4.3437239e-01  -9.0225567e-01
  -4.1597684e-01   2.9429307e+00  -1.0927687e+00  -2.7232907e-01  -1.4040242e+00  -5.8158898e-01  -1.7576164e+00   2.5764502e+00  -9.8187119e-01  -5.5321437e-01  -9.4946204e-01   4.2177584e-01  -4.7654865e-01
  -2.7972923e-01  -4.8724019e-01   1.2307270e+00  -2.7232907e-01   4.3412107e-01  -5.8301223e-01   9.2455245e-01  -6.5020473e-01  -5.2248439e-01  -3.1074189e-02  -1.7347012e+00  -7.0523169e-01   2.4883370e-01
  -4.0984073e-01  -4.8724019e-01  -4.7632922e-02  -2.7232907e-01  -1.2227986e+00   1.8838939e-01  -2.2016841e+00   7.0867177e-01  -6.3733109e-01  -6.1254848e-01   3.4387304e-01   2.9635805e-01  -8.3083772e-01
  -3.9820329e-01  -4.8724019e-01  -6.1611679e-01  -2.7232907e-01  -9.2075595e-01  -7.0968150e-01  -1.2531555e+00   6.1991311e-01  -7.5217779e-01  -1.0397541e+00  -2.5660396e-01   4.4061589e-01   2.0962384e-01
  -4.1054410e-01   4.5605682e-01  -7.6917014e-01  -2.7232907e-01  -1.0674624e+00   9.5694450e-01  -2.1945790e+00   2.4275218e+00  -2.9279099e-01  -4.6421320e-01   2.9768250e-01   3.2220836e-01  -1.2775500e+00
  -4.0256297e-01  -4.8724019e-01   2.4201701e+00  -2.7232907e-01   4.6864023e-01  -1.1822006e+00   8.5705416e-01  -9.3751873e-01  -6.3733109e-01   1.7964164e+00   7.5958789e-01   4.2079003e-01   7.5716149e-01
  -3.2678008e-01  -4.8724019e-01  -4.3682573e-01  -2.7232907e-01  -1.4407485e-01  -1.1793541e+00  -1.1359217e+00   6.9207639e-04  -6.3733109e-01  -6.0068166e-01   1.1753027e+00  -7.4137830e-01  -1.3486276e-01
  -4.0755394e-01  -4.8724019e-01  -3.7560439e-01  -2.7232907e-01  -2.9941107e-01  -1.2757216e-01  -5.0356926e-01  -4.8308771e-01  -5.2248439e-01  -1.4380900e-01   1.1291122e+00   4.0326440e-01   4.8583360e-02
  -3.9230202e-01  -4.8724019e-01  -2.1088983e-01  -2.7232907e-01   2.6152527e-01  -3.7806420e-01  -1.1634223e-01  -6.5818304e-01  -4.0763769e-01  -1.0227512e-01   3.4387304e-01   4.4061589e-01   3.7380543e-02
