-6.600440533056271875e+00,7.538687788376366994e-01,-2.468157769410755376e-01,6.878833252597749137e-02,3.225767379972037663e-01
-3.654230819884993764e+00,3.255521628805719270e-01,-2.699179011850601495e-01,-8.763267386254863789e-01,-1.425210960921064585e+00
-6.474327880480484909e-01,-5.374508677442389804e+00,4.440864672240635302e-01,8.643712250698295518e-01,5.073217560884068611e+00
2.500211537422541985e-01,3.428827996307896697e+00,-4.030419252133433106e-01,-4.269514213975265982e+00,-4.694980203921834683e-01
5.401425815483896997e+00,-2.179086985105953833e-01,6.062824664928911922e-01,8.646402912612197733e-01,-3.294025546045975972e+00
6.496672134735463899e-01,5.842320936089610228e+00,6.425237210333003546e-01,-4.894258524378764186e+00,7.010210570289386878e-01
-8.897994040079192368e-01,-6.241082675092523679e+00,-5.396822079622001223e-01,-3.243946123985470109e+00,3.157560185683179643e+00
6.687423307538401751e+00,-5.827868048824448310e-01,-1.219513208340747390e+00,4.462285010216098247e-01,-2.978080513747670466e+00
-5.489248088821004901e-01,-4.675084482244852069e+00,2.919984133732275167e-01,-1.947495768457939480e+00,2.745583815406592798e+00
7.136564239367282347e-01,5.034322109391599298e+00,-1.693279510581544578e-01,-5.664792197638937488e+00,2.065031333530003899e+00
3.231642256878752145e-02,-5.034823904415382856e+00,1.573312053926041676e+00,-4.270640108557532066e+00,4.155946562611418926e+00
-5.064506860973242652e+00,-3.609870573154296824e-01,3.547986172956514306e-01,1.009853392237079761e-01,-2.913236565621500906e-01
6.599626979019816986e-01,-5.717734724588810380e+00,1.784853398990288609e+00,1.081823072188087487e+00,6.011668165163774447e+00
-8.621195993190997608e-01,-3.951563716441516938e+00,8.919027558631080765e-01,-4.882890735803034232e+00,4.900050343161211686e+00
-3.824598085704568717e+00,-2.126496707139432507e-01,1.729332942095047065e-01,-1.594436018110398035e+00,-1.792923465514643377e-01
-4.438194655081900697e-01,5.973991869024529500e+00,-9.613550726475139641e-01,-5.834742601276477814e+00,2.279664942065360855e-01
-2.478628887492246857e+00,-6.633951364444287124e-01,-4.566748169333111895e-01,-1.363638648928467090e+00,-1.096840620436513980e+00
-7.543622030541999868e-01,5.438176974683370801e+00,-2.220825636293088490e+00,-5.568054544215839563e+00,-1.602858394249619678e-01
3.926958247711382910e-01,5.620308808469431483e+00,7.095141512016130969e-01,-5.392697104497583105e+00,7.938546449086162360e-01
9.199491074551323644e-01,-4.673551016247462719e+00,7.441589107442242446e-01,-1.482877328080336898e+00,5.331875379997126352e+00
1.541503109105406999e+00,4.965789591869033792e+00,-4.085791292192268997e-01,-3.131111678012140409e+00,4.214197743725148215e-01
-6.264824132300065074e+00,1.032684643903098110e+00,5.207559371739547416e-01,-5.881254669033542104e-01,-1.018670334388867976e-01
3.749179243260938321e+00,1.253108324282443897e+00,-7.766078702512999588e-01,1.852060739709531292e-02,-5.704249628266883754e+00
-5.270232392009158495e+00,8.123413299768204032e-01,4.997401448651729305e-01,4.743472978718002997e-01,-5.639239315264724661e-01
-1.352852581986753844e+00,5.640654888587305571e+00,-1.445233089987523423e+00,-5.138191215351223917e+00,-5.236352553388320397e-01
-5.026705335050284162e+00,-1.629839939429831297e-01,-2.113705396064515352e+00,4.210734527227859569e-01,-1.608646747211595063e+00
-1.086205931350460396e+00,-5.696344987264083670e+00,7.153580009966243880e-01,1.017220608661794534e+00,4.729560442669658471e+00
-1.172353503547005849e+00,-5.932908237281761643e+00,-3.158556061001485671e-01,1.213766598160262777e+00,5.571261116697675320e+00
-5.516065480787742281e+00,4.600025635784505407e-01,2.778500194831035608e-01,-4.109601983141785153e-01,-1.743585757639189993e+00
6.282271004543170667e-01,4.312754406413337627e+00,6.020918739400622499e-01,-4.120143124649546351e+00,-1.216552824456442611e-01
-8.121541916047545495e-01,-4.022173110324603229e+00,-1.357497424124323393e+00,-5.056348349082397498e+00,2.815611722052002275e+00
5.151430199294919632e+00,7.247532125577981210e-01,8.735164724529618230e-01,9.209255600211445625e-01,-4.702794867129671985e+00
4.800728137022246322e+00,-3.260904093569111928e-01,-5.479241432797604672e-01,6.432246118309395966e-01,-6.982611599527023927e+00
6.666689014032098903e-01,5.358294009606263231e+00,-4.442149604870318513e-01,-6.544966575458443181e+00,-2.631324078652116372e-01
5.850975553341303481e+00,-1.340079341036941818e+00,-8.165612949083800309e-01,4.452863180002598620e-01,-3.718606839609414294e+00
6.502581948314431592e+00,1.689748135489787823e-03,-1.962449588153994284e+00,-1.288460011695926055e-01,-5.925721947633491027e+00
1.364826405571864631e+00,-4.589873866056977114e+00,8.940365721700999080e-01,9.229647778053473584e-02,6.262172404335704989e+00
